Id หลัก,Facter ID,ประเภทการคิด,กลุ่มหัวข้อ,โค้ดการประเมิน,ชื่อ KPI,น้ำหนัก,Target,คะแนน 1,คะแนน 2,คะแนน 3,คะแนน 4,คะแนน 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-012,Discharge Waiting Time - Insurance  < 120 min. ,3,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-012,Trainning Hour 80hr./person/year,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-012,Annual Employee Checkup Rate,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,1,PPSV-201908-013,Target Revenue ,25,86.3,70.1,70.2 - 74.2,75.3 - 79.3,80.4 - 84.4,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,1,PPSV-201908-013,%ROS,10,60,41,42 - 46,47 - 51,52 - 56,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,3,PPSV-201908-013,Target Patient days,13,7335,7062,7063 - 7077,7078 - 7093,7094 - 7108,7109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-013,"Customer Satisfaction Index
",4," 90
",75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-013,"Service Behavior Satisfaction
",4," 90
",75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,3,PPSV-201908-013,Internal Satisfaction,4,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,4,PPSV-201908-013,%COPQ to revenue,5,0.1,1.61,1.6 - 1.2,1.1 - 0.7,0.6 - 0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-013,IPSG1,3,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-013,IPSG3,3,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-013,IPSG4,3,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-013,Medication Error – Admin Error ,5,0.5,1.5,1.4 - 1.2,1.1 - 0.9,0.8 - 0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-013,Unplanned ICU Case,5,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-013,Discharge Waiting Time - Self-pay  < 60 min. ,3,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-013,Discharge Waiting Time  -  Insurance< 120 min.,3,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-013,Trainning Hour 80hr./person/year,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-013,Annual Employee Checkup Rate,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,1,PPSV-201908-014,Target Revenue ,25,177.1,164.6,164.7 - 167.7,168.8 - 171.8,171.9 - 174.9,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,3,PPSV-201908-014,Target Patient days,13,17096,16232,16233 - 16474,16475 -16716,16717 - 16957,16958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,1,PPSV-201908-014,%ROS,10,55,34,35 - 39,40 - 44,45 - 49,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-014,"Service Behavior Satisfaction
",4,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-014,"Customer Satisfaction Index
",4," 90
",75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,3,PPSV-201908-014,Internal satisfaction,4," 90
",75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-014,Medication Error – Transcribing Error  ,3,25,32,31 - 30,29 - 28,27 - 26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-014,Medication Error – Admin Error ,3,25,32,31 - 30,29 - 28,27 - 26,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-014,จำนวนครั้งการเกิดเหตุการณ์ Unplan ICU  ,5,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-014,จำนวนครั้งของการเกิดPhlebitis ระดับ3,4,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-014,จำนวนครั้งของการเกิดพลัดตกหกล้ม(โดยเจ้าหน้าที่ไม่ได้ปฏิบัติตามแนวทางที่กำหนด ),5,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-014,จำนวนครั้งการเกิดBedsore ระดับ2ขึ้นไปจากหน่วยงาน,4,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-014,Discharge Waiting Time - Self-pay  < 60 min. ,3,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-014,Discharge Waiting Time  -  Insurance< 120 min.,3,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-014,Trainning Hour 80hr./person/year,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-014,Annual Employee Checkup Rate,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,1,PPSV-201908-015,Target Revenue ,25,154.3,139.1,139.2 - 143.2,143.3 - 147.3 ,147.4 - 151.4 ,151.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,1,PPSV-201908-015,%ROS,10,60,41,42 - 46,47 - 51,52 - 56,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,3,PPSV-201908-015,Target Patient days,13,18821,12999,13000 - 14999,15000 - 15999,16000 - 16999,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-015,"Customer Satisfaction Index
",4,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-015,"Service Behavior Satisfaction
",4," 90
",75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,3,PPSV-201908-015,Internal Satisfaction,4,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-015,Medication Error – Admin Error ,8,0.5,1.5,1.4 - 1.2,1.1 - 0.9,0.8 - 0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-015,Discharge waiting Time - Self pay <60 min,7,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-015,Discharge waiting Time - Insurance <120 min,7,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-015,IPSG6,8,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-015,Annual Employee Checkup Rate,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-015,Trainning Hour 80hr./person/year,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,1,PPSV-201908-016,Target Revenue ,25,133.8,118.6,118.7 - 122.7,122.8 - 126.8,126.9 - 130.9,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,1,PPSV-201908-016,%ROS,10,60,41,42 - 46,47 - 51,52 - 56,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,3,PPSV-201908-016,Target Operation Customer,13,2853,2099,2100 - 2299,2300 - 2499,2500 - 2699,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-016,"Service Behavior Satisfaction
",4,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-016,"Customer Satisfaction Index
",4,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,3,PPSV-201908-016,Internal Satisfaction,4,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-016,จำนวนผู้ป่วยที่เกิดแผลติดเชื้อหลังผ่าตัดภายในโรงพยาบาล(SSI),6,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-016,จำนวนครั้งที่เตรียมเครื่องมือไม่พร้อมใช้ในการผ่าตัด/ชำรุด,6,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-016,อัตราการการปฏิบัติตามนโยบาย IPSG3 ได้ถูกต้อง,6,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-016,จำนวนครั้งที่เกิดอุบัติการของติดไปกับผ้าส่งซัก,6,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-016,จำนวนวันของยาและเวชภัณฑ์คงคลังในห้องผ่าตัด(Inventory day),6,20,30,29 - 25,26 - 24,23 - 21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-016,Trainning Hour 80hr./person/year,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-016,Annual Employee Checkup Rate,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,1,PPSV-201908-017,%OT/salary,20,0,1.6,1.5 - 1.1,1.0 - 0.6,0.5 - 0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,3,PPSV-201908-017,Internal Satisfaction,10,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-017,"Service Behavior Satisfaction
",10,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-017,อัตราการให้บริการได้ตาม SLA,13,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-017,จำนวนครั้งของการจ่ายอุปกรณ์หรือเครื่องมือที่ไม่สามารถใช้งานได้,12,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-017,จำนวนครั้งของการจัดอุปกรณ์เครื่องมือไม่ครบถ้วน,12,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-017,จำนวนครั้งที่พบเครื่องมือ อุปกรณ์ทางการแพทย์ไม่สะอาด,13,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-017,Trainning Hour 80hr./person/year,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-017,Annual Employee Checkup Rate,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,1,PPSV-201908-018,% Revenue Medicine / Total Revenue,10,30,12,13 - 17,18 - 22,23 - 27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,1,PPSV-201908-018,% Revenue Medical Supply / Total Revenue,10,10,2,3 - 4,5 - 6,7 - 8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,1,PPSV-201908-018,%ROS,15,65,45,46 - 50,51 - 55,56 - 60,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-018,"Service Behavior Satisfaction
",5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-018,"Customer Satisfaction Index
",5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,3,PPSV-201908-018,Internal Satisfaction,5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-018,ความคลาดเคลื่อนจากการจ่ายยาผู้ป่วยนอก,5,0.5,1.5,1.4 - 1.2,1.1 - 0.9,0.8 - 0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-018,ความคลาดเคลื่อนจากการจ่ายยาผู้ป่วยใน,5,0.5,1.5,1.4 - 1.2,1.1 - 0.9,0.8 - 0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-018,Waiting Time for Medication < 12 min,10,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-018,แพ้ยาซ้ำ,10,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-018,Customer complain(ระยะเวลารอคอยรับยา),10,5,12,11 - 10,9 - 8,7 - 6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-018,Trainning Hour 80hr./person/year,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-018,Annual Employee Checkup Rate,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,1,PPSV-201908-019,Target Revenue ,25,91.7,77.9,78.0 - 81.9,82.0 - 85.9,86.0 - 89.9,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,1,PPSV-201908-019,%ROS,10,85,65,66 - 70,71 - 75,76 - 80,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-019,"Service Behavior Satisfaction
",5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-019,"Customer Satisfaction Index
",5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,3,PPSV-201908-019,Internal Satisfaction,5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-019,จำนวนครั้งของการตรวจทางรังสีผิดพลาดผิดคำสั่งแพทย์,10,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-019,จำนวนผู้รับบริการหญิงตั้งครรภ์ไม่ได้รับการซักประวัติก่อนได้รับการตรวจทางรังสี,10,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-019,อัตราระยะเวลาการบริการเอกซเรย์ธรรมดาน้อยกว่า 15 นาที,10,85,54,55 - 64,65 - 74,75 - 84,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-019,จำนวนครั้งของการIdentifyผู้ป่วยผิดคน,10,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-019,Trainning Hour 80hr./person/year,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-019,Annual Employee Checkup Rate,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,1,PPSV-201908-020,Target Revenue ,25,117.8,99.6,99.7 - 111.7,111.8 - 113.8,113.9 - 115.9,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,1,PPSV-201908-020,LAB MARGIN,5,75,55,56 - 60,61 - 65,66 - 70,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,1,PPSV-201908-020,%ROS,5,65,45,46 - 50,51 - 55,56 - 60,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-020,"Service Behavior Satisfaction
",5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-020,"Customer Satisfaction Index
",5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,3,PPSV-201908-020,Internal Satisfaction,5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-020,อัตราการรายงานผลวิกฤตภายใน 5 นาที ,10,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-020,จำนวนครั้งที่มีความผิดพลาดของการรายงานผลการตรวจทางห้องปฏิบัติการ ,5,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-020,อัตราการควบคุมคุณภาพภายในอยู่ในเกณฑ์เป้าหมาย ,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-020,อัตราระยะเวลารอคอยผล LAB OPD (Routine) ภายใน 1 ชั่วโมง,10,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-020,จำนวนครั้งของการIdentifyผู้ป่วยเจาะเลือดผิดคน,10,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-020,Trainning Hour 80hr./person/year,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-020,Annual Employee Checkup Rate,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,1,PPSV-201908-021,Target Revenue ,25,12.5,8.5,8.6 - 9.6,9.7 - 10.7,10.8 - 11.8,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,1,PPSV-201908-021,%ROS,10,30,17,18 - 20,21 - 23,24 - 26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,3,PPSV-201908-021,Target Job,13,14894,12999,13000 - 13399,13400 - 13799,13800 - 14199,14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-021,"Customer Satisfaction Index
",4,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-021,"Service Behavior Satisfaction
",4,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,3,PPSV-201908-021,Internal Satisfaction,4,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-021,จำนวนการเคลื่อน เลื่อนหลุดของอุปกรณ์ทางการแพทย์ จากการได้รับการฟื้นฟูสมรรถภาพ,8,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-021,จำนวนการเกิดอุบัติการณ์ การพลัดตก หกล้มขณะรับการฟื้นฟูสมรรถภาพและภาวะแทรกซ้อน จากการฟื้นฟูสมรรถภาพ,8,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-021,อัตราผู้ป่วย stroke ที่มาตามนัดตามเกณฑ์ที่กำหนดมีความสามารถในการเคลื่อนไหวดีขึ้น 1ลำดับ ประเมินโดยใช้  barthel index  และ SNMRC Functional Assessment,7,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-021,อัตราของผู้ป่วยเด็กได้รับการนัดหมาย และลงเวลา นัดหมายในตารางนัดหมาย,7,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-021,Trainning Hour 80hr./person/year,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-021,Annual Employee Checkup Rate,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,1,PPSV-201908-022,%OT/Salary,20,10,20,19 - 17,16 - 14,13 - 11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-022,"Service Behavior Satisfaction
",5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-022,"Customer Satisfaction Index
",5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,3,PPSV-201908-022,Internal Satisfaction,5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-022,อัตราผู้ป่วยมีภาวะเสี่ยงด้านโภชนาการได้รับการประเมินภาวะโภชนาการเชิงลึกจากนักกำหนดอาหาร/นักโภชนาการ,15,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-022,อัตราผู้ป่วยที่ได้รับการ Re-assessment ภาวะโภชนาการเชิงลึก,10,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,4,PPSV-201908-022,อัตราผู้ป่วยที่ On tube feeding ได้รับการประเมินภาวะโภชนาการเชิงลึก,10,95,64,65 - 74,75 - 84,85 - 94,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-022,จำนวนครั้งที่ผู้ป่วยได้รับอาหารเฉพาะโรคไม่ถูกต้อง,5,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,4,PPSV-201908-022,แผนกห้องอาหารผ่านการรับรองมาตรฐาน GMP,10,ผ่าน,,,,,ผ่าน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-022,จำนวนผลงาน CQI/นวัตกรรม ด้านการพัฒนาคุณภาพการให้โภชนบำบัด และการบริการอาหารผู้ป่วย,5,3,0,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,4,PPSV-201908-022,Trainning Hour 80hr./person/year,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-022,Annual Employee Checkup Rate,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-023,"Service Behavior Satisfaction
",15,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-023,"Customer Satisfaction Index
",15,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,3,PPSV-201908-023,Internal Satisfaction,15,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-023,จำนวนครั้งในการลงทะเบียนผู้ป่วยผิดคน,15,0,4,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-023,จำนวนครั้งการจัดเตรียมเอกสารเบิกค่ารักษาพยาบาลผิดพลาด / ไม่ครบถ้วน,10,0.5,1.5,1.4 - 1.2,1.1 - 0.9,0.8 - 0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-023,จำนวนครั้งในการระบุคู่สัญญาผิดพลาด,10,0.5,1.5,1.4 - 1.2,1.1 - 0.9,0.8 - 0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,4,PPSV-201908-023,จำนวนข้อร้องเรียนจากผู้รับบริการเรื่องพฤติกรรมบริการของบุคลากรในหน่วยงาน,10,0.5,1.5,1.4 - 1.2,1.1 - 0.9,0.8 - 0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-023,Trainning Hour 80hr./person/year,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,3,5,PPSV-201908-023,Annual Employee Checkup Rate,5,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,1,PPSV-201908-024,%OT/Salary ,20,10,20,19 - 17,16 - 14,13 - 11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,3,PPSV-201908-024,"Service Behavior Satisfaction
",5,90,75,76 - 80,81 - 85,86 - 90,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
